"id","text","author"
"id18742","Even so was it with the army of Greece.","MWS"
"id12805","On the eve of the third day I retired early to my room; I could not sleep but paced all night about my chamber and, as you may in Scotland at midsummer, watched the crimson track of the sun as it almost skirted the northern horizon.","MWS"
"id09949","Klenze had gone mad and perished before reaching this sinister remnant of a past unwholesomely remote, and had advised me to go with him.","HPL"
"id01644","I was answered through the stillness of night by a loud and fiendish laugh.","MWS"
"id25865","Day after day passed while we discussed our projects for the evening, and each night was occupied by debates which offered no conclusion.","MWS"
"id15042","But we are told that it was upon this very evening that Madame Deluc, as well as her eldest son, 'heard the screams of a female in the vicinity of the inn.'","EAP"
"id07662","The effect of this scene of incantation communicated a portion of its power to that which followed.","MWS"
"id16255","""I have not asserted that it is,"" said he; ""but, before we decide this point, I wish you to glance at the little sketch I have here traced upon this paper.","EAP"
"id20157","I say it seemed to resemble sobbing or sighing but, of course, it could not have been either.","EAP"
"id11583","For something of this nature I had indeed been prepared, no less by his letter, than by reminiscences of certain boyish traits, and by conclusions deduced from his peculiar physical conformation and temperament.","EAP"
"id02049","Should he ever be tempted into magnificent speculation, he then, at once, loses his distinctive features, and becomes what we term ""financier.""","EAP"
"id05910","The unfortunate whose first attack should be of the extreme character which is occasionally seen, would almost inevitably be consigned alive to the tomb.","EAP"
"id14733","""Do not answer; I know all your objections, and will reply to them in order.","MWS"
"id23481","To Peter Proffit, Walking Advertiser, Drs.","EAP"
"id09403","""How long I remained in this state it is impossible to say.","EAP"
"id04261","The movement of the jaws, in this effort to cry aloud, showed me that they were bound up, as is usual with the dead.","EAP"
"id19127","I do not think that the pursuit of knowledge is an exception to this rule.","MWS"
"id22209","If I survive, and she be lost, I were far better dead.","MWS"
"id16662","Wudn't bother no strangers as might bear tales aoutside that is, withaout they got pryin'.","HPL"
"id04874","If she died, where could there be found on record a murderer, whose cruel act might compare with his?","MWS"
"id27717","There was no American money.","EAP"
"id03559","This functionary, however well disposed to my friend, could not altogether conceal his chagrin at the turn which affairs had taken, and was fain to indulge in a sarcasm or two, about the propriety of every person minding his own business.","EAP"
"id02114","I wondered for a moment what the strange affliction of this man might be, and whether his obstinate refusal of outside aid were not the result of a rather baseless eccentricity.","HPL"
"id26775","But business is business, and to a robber whose soul is in his profession, there is a lure and a challenge about a very old and very feeble man who has no account at the bank, and who pays for his few necessities at the village store with Spanish gold and silver minted two centuries ago.","HPL"
"id15221","In reply, my sister requested me to accompany her the following evening to the tomb of Raymond.","MWS"
"id22690","Now, the popular opinion, under certain conditions, is not to be disregarded.","EAP"
"id18887","He had neither the ennobling self gratulation, which constancy inspires, to console him, nor the voluptuous sense of abandonment to a forbidden, but intoxicating passion.","MWS"
"id20601","Idris endeavoured to persuade her to remain.","MWS"
"id06057","He had not mentioned this before, but now he must tell about it because it meant that Keziah and her long toothed familiar were haunting the young gentleman.","HPL"
"id21435","The windows, too, were without curtains; the shutters, being shut, were securely fastened with iron bars, applied diagonally, after the fashion of our ordinary shop shutters.","EAP"
"id14471","It was especially bitter about things in general and as for the editor of 'The Gazette,' he was torn all to pieces in particular.","EAP"
"id00370","In a very few minutes it arrived near enough to be accurately discerned.","EAP"
"id03534","What had she done the while, how supported his absence and neglect?","MWS"
"id06881","It oppressed us with a hideous novelty of emotion.","EAP"
"id11122","I had gazed with wonder, mixed with fear and enthusiasm.","MWS"
"id21509","By the by, my dear friend, do you not think it would have puzzled these ancient dogmaticians to have determined by which of their two roads it was that the most important and most sublime of all their truths was, in effect, attained?","EAP"
"id01493","At length, while, stupefied and terror stricken, I stood in expectation of I knew not what hideous destruction, the car vibrated with excessive violence, and a gigantic and flaming mass of some material which I could not distinguish, came with a voice of a thousand thunders, roaring and booming by the balloon.","EAP"
"id01136","But it was lonely among strangers, so Barry had asked me to come.","HPL"
"id09309","A pair of prodigious ears, nevertheless, which it was no doubt found impossible to confine, towered away into the atmosphere of the apartment, and were occasionally pricked up in a spasm, at the sound of the drawing of a cork.","EAP"
"id10948","Upon turning it over, I saw my own sketch upon the reverse, just as I had made it.","EAP"
"id06347","The disastrous earthquake, however, of the year , so totally uprooted and overwhelmed the town for it was almost too large to be called a village that the most indefatigable of our antiquarians have never yet been able to obtain from the site any sufficient data in the shape of coins, medals or inscriptions wherewith to build up even the ghost of a theory concerning the manners, customs, c., c., c., of the aboriginal inhabitants.","EAP"
"id24026","You will forgive me for the moderate tax I shall make upon your imagination, and endeavor to consider, for an instant, the reflection of your person in yonder mirror as the living Mynheer Hermann himself.","EAP"
"id06509","Without the aid of servants, it was necessary to discharge all household duties; hands unused to such labour must knead the bread, or in the absence of flour, the statesmen or perfumed courtier must undertake the butcher's office.","MWS"
"id08832","In the sunshine of the morning the proxenoi led the Tyrant's messengers up the slope to the abode of the sculptor, but the night wind had done strange things.","HPL"
"id13871","The shrub here often attains the height of fifteen or twenty feet, and forms an almost impenetrable coppice, burthening the air with its fragrance.","EAP"
"id14003","It is evident that we are hurrying onwards to some exciting knowledge some never to be imparted secret, whose attainment is destruction.","EAP"
"id13305","Adrian perceived the change, and feared that it would be difficult to prevent them from wreaking their utmost fury on the Irish.","MWS"
"id20637","Let us lament over and assist the children of the garden of the earth.","MWS"
"id07531","For several minutes, although he looked me full in the face, he said nothing.","EAP"
"id15782","Their only inhabitant, a little girl, was dancing, waltzing, and singing about them, followed by a large Newfoundland dog, who boisterously jumping on her, and interrupting her, made her now scold, now laugh, now throw herself on the carpet to play with him.","MWS"
"id15885","One case, which the note describes with emphasis, was very sad.","HPL"
"id02421","It was the Terrible Season of the autumn, and the wild people in the mountains were preparing for the frightful ceremonies which only rumour told of in the towns.","HPL"
"id03159","After an interval I arose, and as if by instinct, crawled into the room where the corpse of my beloved lay.","MWS"
"id11541","""My dear madam,"" said he, ""sit down.","EAP"
"id00408","We saw no need of the impulse for the propensity.","EAP"
"id26676","The first comer now went to a cupboard on the inner side of the room and extracted a coil of rope.","HPL"
"id20780","Within twenty four hours the stranger had become so bright that it outshone Capella.","HPL"
"id27530","Let us content ourselves with this supposition.","EAP"
"id08729","Thus strangely are our souls constructed, and by such slight ligaments are we bound to prosperity or ruin.","MWS"
"id08024","At first he did not take his eyes from the papers; when he raised them, he was struck by the wretchedness manifest on her altered cheek; for a moment he forgot his own acts and fears, and asked with consternation ""Dearest girl, what is the matter; what has happened?""","MWS"
"id06526","To the victims of its tyranny, there was the choice of death with its direst physical agonies, or death with its most hideous moral horrors.","EAP"
"id19867","And here, too, is a somewhat similar thing.","EAP"
"id02498","We cut branches of the funereal trees and placed them over him, and on these again his sword.","MWS"
"id11964","His face was as yellow as saffron but no feature excepting one alone, was sufficiently marked to merit a particular description.","EAP"
"id22861","I felt as if he had placed carefully, one by one, in my view those instruments which were to be afterwards used in putting me to a slow and cruel death.","MWS"
"id24730","Of this spirit philosophy takes no account.","EAP"
"id01567","I shrunk convulsively at its every sweep.","EAP"
"id19039","His lynx eye immediately perceives the paper, recognises the handwriting of the address, observes the confusion of the personage addressed, and fathoms her secret.","EAP"
"id25807","By great application, however, and after having remained during the space of several revolutions of the moon in my hovel, I discovered the names that were given to some of the most familiar objects of discourse; I learned and applied the words, 'fire,' 'milk,' 'bread,' and 'wood.'","MWS"
"id17412","The answer now was immediate, but even less audible than before: ""No pain I am dying.""","EAP"
"id22191","She was very earnest to see the corpse.","MWS"
"id26847","From some farmhouse far away came the frantic barking of dogs.","HPL"
"id01761","I turned from them in contempt, and, gazing upward at the earth so lately left, and left perhaps for ever, beheld it like a huge, dull, copper shield, about two degrees in diameter, fixed immovably in the heavens overhead, and tipped on one of its edges with a crescent border of the most brilliant gold.","EAP"
"id06769","He had been found covered with blood and shreds of flesh in a wood, shortly after the killing and rending of a boy by a pair of wolves.","HPL"
"id14411","And since by person we understand an intelligent essence having reason, and since there is a consciousness which always accompanies thinking, it is this which makes us all to be that which we call ourselves, thereby distinguishing us from other beings that think, and giving us our personal identity.","EAP"
"id08991","The monster saw my determination in my face and gnashed his teeth in the impotence of anger.","MWS"
"id23998","""You explored the floors beneath the carpets?"" ""Beyond doubt.","EAP"
"id15712","To this state there was no hope, no alleviation, unless the grave should quickly receive its destined prey, and she be permitted to die, before she experienced a thousand living deaths in the loss of those she loved.","MWS"
"id24502","I tried to raise my hand to shut out the sight, yet so stunned were my nerves that my arm could not fully obey my will.","HPL"
"id18180","This state of things, however, did not last long enough to give us time to think about it.","EAP"
"id26722","And the mists of the dawn are thicker, and sailors are not quite so sure that all the muffled seaward ringing is that of the solemn buoys.","HPL"
"id05089","Dangers he met unflinchingly; crimes he committed unmoved.","HPL"
"id10950","To look at a star by glances to view it in a side long way, by turning toward it the exterior portions of the retina more susceptible of feeble impressions of light than the interior, is to behold the star distinctly is to have the best appreciation of its lustre a lustre which grows dim just in proportion as we turn our vision fully upon it.","EAP"
"id19217","I had often heard of this work, with its curious illustrations by the brothers De Bry, hence for a moment forgot my uneasiness in my desire to turn the pages before me.","HPL"
"id13352","At the end of the corridor was a bathroom a discouraging relique with ancient marble bowl, tin tub, faint electric light, and musty wooden panelling around all the plumbing fixtures.","HPL"
"id10318","Many of them were very old, and as time keepers valueless; the works having suffered, more or less, from corrosion but all were richly jewelled and in cases of great worth.","EAP"
"id22386","Morning came wanly, and the night sounds ceased.","HPL"
"id11770","She returned to the house about eight o'clock, and when one inquired where she had passed the night, she replied that she had been looking for the child and demanded earnestly if anything had been heard concerning him.","MWS"
"id27170","Indeed, I had so well secured them in their places, that such an accident was entirely out of the question.","EAP"
"id14462","And he gazed also upon Mount Aran rising regally from the shore, its lower slopes green with swaying trees and its white summit touching the sky.","HPL"
"id26857","I knew that I ought to hasten my descent towards the valley, as I should soon be encompassed in darkness; but my heart was heavy, and my steps slow.","MWS"
"id17979","I dreaded to behold this monster, but I feared still more that Henry should see him.","MWS"
"id04620","""So far as his labors extended?"" said I. ""Yes,"" said Dupin.","EAP"
"id25111","I did not like those rumours of a fight which were floating about.","HPL"
"id18285","Meanwhile among our guests in the park, all thoughts of festivity had faded.","MWS"
"id00390","Had I not a right to rest till eternity amongst the descendants of Sir Geoffrey Hyde?","HPL"
"id05067","This aroused the stranger's attention, and he asked a multitude of questions concerning the route which the demon, as he called him, had pursued.","MWS"
"id26191","But to me the remembrance of the threat returned; nor can you wonder that, omnipotent as the fiend had yet been in his deeds of blood, I should almost regard him as invincible, and that when he had pronounced the words ""I SHALL BE WITH YOU ON YOUR WEDDING NIGHT,"" I should regard the threatened fate as unavoidable.","MWS"
"id07366","Disintegration is quite painless, I assure you but I want you to see them.","HPL"
"id16429","But my enthusiasm was checked by my anxiety, and I appeared rather like one doomed by slavery to toil in the mines, or any other unwholesome trade than an artist occupied by his favourite employment.","MWS"
"id04653","St. Eustache was the accepted suitor of Marie, and lodged, as well as took his meals, at the pension.","EAP"
"id22977","Dupin scrutinized every thing not excepting the bodies of the victims.","EAP"
"id27484","A grin was on the face of the monster; he seemed to jeer, as with his fiendish finger he pointed towards the corpse of my wife.","MWS"
"id07391","I was not surprised, however, to perceive that he had long made up his mind upon a topic which had occasioned so much of discussion to his friends.","EAP"
"id02519","It will not do, however, to deny that you are in some measure implicated in them.","EAP"
"id02201","Or so my fond fancy imaged some accident might meanwhile occur to destroy him and put an end to my slavery forever.","MWS"
"id08518","The rudder is also very much larger, in proportion, than that of the model; and the screw is considerably smaller.","EAP"
"id04397","Before Carter awaked, the gentle visitant had told him where to find that box; that carved oak box of archaic wonder whose grotesque lid no hand had raised for two centuries.","HPL"
"id16014","Also, Dombrowski must attend to the poisoning of those rats in the walls.","HPL"
"id13585","Their extreme youth, and the purity of their attachment, made them yield with less resistance to the tyranny of circumstances.","MWS"
"id00786","We have, for example, a metal, a piece of wood, a drop of water, the atmosphere, a gas, caloric, electricity, the luminiferous ether.","EAP"
"id20682","Shall I then say that I longed with an earnest and consuming desire for the moment of Morella's decease?","EAP"
"id04385","Yours everlastingly, PUNDITA.","EAP"
"id11973","As the stronger party, however, we overruled their fears, and kept resolutely upon our course.","EAP"
"id11435","Poor fellow he lay stretched on a bed of sickness, his cheeks glowing with the hues of fever, his eyes half closed, his breath irregular and difficult.","MWS"
"id06193","And in what words does Madame Deluc designate the period of the evening at which these screams were heard?","EAP"
"id20190","Still, the general appearance was certainly not that of death.","EAP"
"id21725","""Treason"" shouted his Majesty King Pest the First.","EAP"
"id08239","This fact the mathematicians of our globe well knew.","EAP"
"id17013","Then I saw the lurid shimmering of pale light, and heard the insidious lapping of sunless waters.","HPL"
"id21523","The peculiar marks on the back and shoulders of the victim tell of the bottom ribs of a boat.","EAP"
"id14226","This ancient confirmed every tale which Jermyn had heard, adding his own account of the stone city and the white apes as it had been told to him.","HPL"
"id16063","The antennæ are "" ""Dey aint no tin in him, Massa Will, I keep a tellin on you,"" here interrupted Jupiter; ""de bug is a goole bug, solid, ebery bit of him, inside and all, sep him wing neber feel half so hebby a bug in my life.""","EAP"
"id13670","And this medley of undamaged buildings, and luxurious accommodation, in trim and fresh youth, was contrasted with the lonely silence of the unpeopled streets.","MWS"
"id04037","Sleep seized me quickly, and I was at once haunted with dreams of the most disturbing kind.","HPL"
"id12390","By the grandeur of his conceptions, the graceful daring of his actions, by his wit and beauty, he won and ruled the minds of all.","MWS"
"id08749","He scarcely appeared half his usual height; his joints were unknit, his limbs would not support him; his face was contracted, his eye wandering; debility of purpose and dastard fear were expressed in every gesture.","MWS"
"id26450","His judgment, activity, and consummate bravery, justified their choice.","MWS"
"id07866","The placing my name that is to say, my nom de guerre in priority of station to that of the great Slyass, was a compliment as happy as I felt it to be deserved.","EAP"
"id06680","It harassed because it haunted.","EAP"
"id04231","Our present incarnation is progressive, preparatory, temporary.","EAP"
"id08270","For example, he used to leap upon the dinner table thus, and and "" Here a friend, at the side of the speaker, put a hand upon his shoulder and whispered a few words in his ear, upon which he ceased talking with great suddenness, and sank back within his chair.","EAP"
"id26005","The patterns all hinted of remote secrets and unimaginable abysses in time and space, and the monotonously aquatic nature of the reliefs became almost sinister.","HPL"
"id18383","One detail that annoyed me was the distribution of the few faint sounds I heard.","HPL"
"id18953","The change, it was said, came simultaneously with the Innsmouth epidemic of , and was thought by simple folk to have a dark connexion with hidden forces of evil.","HPL"
"id08271","Johansen and his men landed at a sloping mud bank on this monstrous Acropolis, and clambered slipperily up over titan oozy blocks which could have been no mortal staircase.","HPL"
"id07968","I lived with a farmer whose house was built higher up among the hills: a dark crag rose behind it, and, exposed to the north, the snow lay in its crevices the summer through.","MWS"
"id05189","He impaired his vision by holding the object too close.","EAP"
"id03712","Vanity first prompted me to ask you: vanity, I call it; yet even in this I see the hand of fate your presence will soon be necessary; you will become the last resource of Perdita, her protector and consoler.","MWS"
"id27647","Birch, being by temperament phlegmatic and practical, did not shout long; but proceeded to grope about for some tools which he recalled seeing in a corner of the tomb.","HPL"
"id03996","DURING A pedestrian trip last summer, through one or two of the river counties of New York, I found myself, as the day declined, somewhat embarrassed about the road I was pursuing.","EAP"
"id23279","Raymond, the ambitious, restless Raymond, reposed midway on the great high road of life, and was content to give up all his schemes of sovereignty and fame, to make one of us, the flowers of the field.","MWS"
"id20871","An inquiry will afford us amusement,"" I thought this an odd term, so applied, but said nothing ""and, besides, Le Bon once rendered me a service for which I am not ungrateful.","EAP"
"id03582","Yet the fact, the deed, the thing diddling, is somewhat difficult to define.","EAP"
"id24048","These shadows of memory tell, indistinctly, of tall figures that lifted and bore me in silence down down still down till a hideous dizziness oppressed me at the mere idea of the interminableness of the descent.","EAP"
"id20533","And the young men who had returned dwelt there no longer.","HPL"
"id01341","All the head that I saw the monster possessed of was one of those Hessian canteens which resemble a large snuff box with a hole in the middle of the lid.","EAP"
"id19673","""What broad and rapid river is that which forces its way, with innumerable falls, through the mountainous wilderness, and finally through the wilderness of buildings?""","EAP"
"id07764","You have done nothing which you could have avoided nothing, certainly, which renders you culpable.","EAP"
"id24296","The public papers immediately took up the theme, and the police were upon the point of making serious investigations, when, one fine morning, after the lapse of a week, Marie, in good health, but with a somewhat saddened air, made her re appearance at her usual counter in the perfumery.","EAP"
"id13946","""I have no better advice to give you,"" said Dupin.","EAP"
"id15501","He must have been trapped by the sinking whilst within his black abyss, or else the world would by now be screaming with fright and frenzy.","HPL"
"id17632","He replied in a hollow voice, ""Why deceive a helpless old man, why talk hypocritically to one half crazed?","MWS"
"id24639","Ordinary assassins employ no such modes of murder as this.","EAP"
"id13594","Our confinement is necessarily close; but the treatment the medical treatment, I mean is rather agreeable to the patients than otherwise.""","EAP"
"id07908","Paradise, it appears, has been, literally speaking, an island time out of mind that is to say, its northern boundary was always as far back as any record extends a rivulet, or rather a very narrow arm of the sea.","EAP"
"id17603","""'Heaven forbid Even if you were really criminal, for that can only drive you to desperation, and not instigate you to virtue.","MWS"
"id09483","If you had listened to the voice of conscience and heeded the stings of remorse before you had urged your diabolical vengeance to this extremity, Frankenstein would yet have lived.""","MWS"
"id02959","Did not I appear sanctified, even to myself, because this love had for its temple my heart?","MWS"
"id00529","""An angel upon earth"" ejaculated a third.","EAP"
"id26066","I watched from midnight to one o'clock, when in spite of the sinister house, the unprotected window, and the approaching thunder and lightning, I felt singularly drowsy.","HPL"
"id04380","In the centre of this rift I perceived a white spot, but could not, at first, distinguish what it was.","EAP"
"id15383","I thanked him, and, turning from the main road, we entered a grass grown by path, which, in half an hour, nearly lost itself in a dense forest, clothing the base of a mountain.","EAP"
"id02964","It faced south, with one gable end buried to the lower windows in the eastward rising hill, and the other exposed to the foundations toward the street.","HPL"
"id01489","Thus, while Perdita was entertaining her guests, and anxiously awaiting the arrival of her lord, his ring was brought her; and she was told that a poor woman had a note to deliver to her from its wearer.","MWS"
"id06970","About this star, or at all events about a centre of gravity common to all the globes of the Milky Way and supposed to be near Alcyone in the Pleiades, every one of these globes was declared to be revolving, our own performing the circuit in a period of ,, of years We, with our present lights, our vast telescopic improvements, and so forth, of course find it difficult to comprehend the ground of an idea such as this.","EAP"
"id04133","Maounds o' the dead an' the dyin' . . .","HPL"
"id06378","At times like these, minute circumstances assume giant and majestic proportions; the very swinging open of the white gate that admitted us into the forest, arrested my thoughts as matter of interest; it was an every day act, never to occur again The setting crescent of the moon glittered through the massy trees to our right, and when we entered the park, we scared a troop of deer, that fled bounding away in the forest shades.","MWS"
"id24474","Sometimes she reproached herself for taking too bitterly to heart, that which many would esteem an imaginary evil; but this was no subject for reason; and, ignorant as she was of the motives and true conduct of Raymond, things assumed for her even a worse appearance, than the reality warranted.","MWS"
"id04068","Distinguished several words.","EAP"
"id18891","In another second I was alone in the accursed mansion, shivering and gibbering.","HPL"
"id17706","This professor was very unlike his colleague.","MWS"
"id20566","Upon reaching the opposite shore, the three passengers stepped out, and had proceeded so far as to be beyond the view of the boat, when the daughter discovered that she had left in it her parasol.","EAP"
"id01934","Ahead was the robed black man he had seen in the peaked space in the other dream, while from a lesser distance the old woman was beckoning and grimacing imperiously.","HPL"
"id17831","Several weeks had elapsed since the festival of the anniversary, and she had been unable to calm her mind, or to subdue her thoughts to any regular train.","MWS"
"id15092","He tried to make us act plays and to enter into masquerades, in which the characters were drawn from the heroes of Roncesvalles, of the Round Table of King Arthur, and the chivalrous train who shed their blood to redeem the holy sepulchre from the hands of the infidels.","MWS"
"id19663","I was frantic with every species of wild excitement, and felt within my single arm the energy and power of a multitude.","EAP"
"id26200","I asked, it is true, for greater treasures than a little food or rest: I required kindness and sympathy; but I did not believe myself utterly unworthy of it.","MWS"
"id05563","Let us go to Oonai, O Iranon of the golden head, where men shall know our longings and welcome us as brothers, nor ever laugh or frown at what we say.""","HPL"
"id01378","The wide, heavy folding doors of the apartment were all at once thrown open, to their full extent, with a vigorous and rushing impetuosity that extinguished, as if by magic, every candle in the room.","EAP"
"id25268","There were no cuts apparent, or bruises which appeared the effect of blows.","EAP"
"id12646","He paused exhausted, as the whole group of natives stared in a bewilderment not quite crystallised into fresh terror.","HPL"
"id25804","and it made easy to her the bed of her death.","EAP"
"id07710","With the years the legends take on a spectral character I suppose the thing, if it was a living thing, must have died.","HPL"
"id22225","'Dod rot him I haven't a doubt of it,' replied the foreman, getting purple with rage 'but I tell you what you do, Bob, that's a good boy you go over the first chance you get and hook every one of their i's and d n them their izzards.'","EAP"
"id09490","""It seems that the total destruction of Constantinople, and the supposition that winter had purified the air of the fallen city, gave the Greeks courage to visit its site, and begin to rebuild it.","MWS"
"id15382","Up the long drive rolled the coaches of the Boston gentry, whilst on foot came a numerous assemblage of powdered exquisites from the neighbouring mansions.","HPL"
"id27075","""We must cut him,"" continued Mr. Crab, ""decidedly and forever.","EAP"
"id04929","The material seemed to be predominantly gold, though a weird lighter lustrousness hinted at some strange alloy with an equally beautiful and scarcely identifiable metal.","HPL"
"id14498","The Duc muttered a slight oath, decidedly approbatory.","EAP"
"id06994","""Oh my"" lisped the Marquis.","EAP"
"id18198","My application was at first fluctuating and uncertain; it gained strength as I proceeded and soon became so ardent and eager that the stars often disappeared in the light of morning whilst I was yet engaged in my laboratory.","MWS"
"id27748","Into the sunset wandered Iranon, seeking still for his native land and for men who would understand and cherish his songs and dreams.","HPL"
"id14079","The left lung had been for eighteen months in a semi osseous or cartilaginous state, and was, of course, entirely useless for all purposes of vitality.","EAP"
"id07130","Hasheesh helped a great deal, and once sent him to a part of space where form does not exist, but where glowing gases study the secrets of existence.","HPL"
"id10895","I seemed to know where I was, but cannot recall what I then knew.","HPL"
"id06735","I had passed two whole years alone unrepining, but now I was miserable.","MWS"
"id12246","I have said that I dwelt apart from the visible world, but I have not said that I dwelt alone.","HPL"
"id26210","These persons were not all cut off suddenly by any one cause; rather did it seem that their vitality was insidiously sapped, so that each one died the sooner from whatever tendency to weakness he may have naturally had.","HPL"
"id22396","Doubled his fist and knocked me down.","EAP"
"id00036","His build and lower facial features were like other clergymen I had seen, but he had a vastly higher forehead, and was darker and more intelligent looking also more subtly and concealedly evil looking.","HPL"
"id04150","Raymond had quitted the palace the night before; he had promised to grace the assembly, but he had not yet returned.","MWS"
"id26619","Its wandering and wild glances fell at this moment upon the head of the bed, over which the face of its master, rigid with horror, was just discernible.","EAP"
"id26812","Will the gods never cease their persecution?","EAP"
"id21808","Upon hearing this he appeared satisfied and consented to come on board.","MWS"
"id02626","I lifted her into the chaise; I assured her that with our four horses we should arrive in London before five o'clock, the hour when she would be sought and missed.","MWS"
"id03172","On another night Kuranes walked up a damp stone spiral stairway endlessly, and came to a tower window overlooking a mighty plain and river lit by the full moon; and in the silent city that spread away from the river bank he thought he beheld some feature or arrangement which he had known before.","HPL"
"id20559","""It was fully eleven by the time I had completed these arrangements, and I immediately betook myself to bed, with full confidence in the efficiency of my invention.","EAP"
"id16985","Thus, sweetest, I shall not appear to die.","MWS"
"id07521","Born at Athens, that city claimed him for her own, and by giving him the command of her peculiar division in the army, the commander in chief only possessed superior power.","MWS"
"id23112","The matter of the cult still remained to fascinate me, and at times I had visions of personal fame from researches into its origin and connexions.","HPL"
"id16410","There was no escape from this conclusion.","EAP"
"id23410","Thus often, pushing my way with difficulty through the narrow snow blocked town, I crossed the bridge and passed through Eton.","MWS"
"id10068","The huge old house, with its countless subdivisions, had several large chambers communicating with each other, where slept the greater number of the students.","EAP"
"id14782","Yes, she loved me she returned the enthusiasm of my love, with an enthusiasm as blind as uncompromising as uncalculating as abandoned and as utterly unbounded as my own These delicious fancies and reflections, however, were now interrupted by the falling of the drop curtain.","EAP"
"id26269","""Felix had accidentally been present at the trial; his horror and indignation were uncontrollable when he heard the decision of the court.","MWS"
"id18296","When he had gone, the superintendent ushered me into a small and exceedingly neat parlor, containing, among other indications of refined taste, many books, drawings, pots of flowers, and musical instruments.","EAP"
"id02014","And for seventeen years after that West would look frequently over his shoulder, and complain of fancied footsteps behind him.","HPL"
"id09365","The empire of the Mahometans in Europe was at its close.","MWS"
"id13744","And now was acknowledged the presence of the Red Death.","EAP"
"id02173","And old folk tell of pleasing voices heard singing there, and of laughter that swells with joys beyond earth's joys; and say that at evening the little low windows are brighter than formerly.","HPL"
"id06030","She never caressed me, and seemed all the time I staid in the room to fear that I should annoy her by some childish freak.","MWS"
"id19368","I was astonished, too, at the vast extent of his reading; and, above all, I felt my soul enkindled within me by the wild fervor, and the vivid freshness of his imagination.","EAP"
"id07387","How little does the earth self know of life and its extent How little, indeed, ought it to know for its own tranquillity Of the oppressor I cannot speak.","HPL"
"id02315","This cloth we suppose to have a twofold object.","EAP"
"id22360","A silence prevailed, till one of the members coming to me, whispered that the Earl of Windsor had sent him word that I was to move his election, in the absence of the person who had been first chosen for this office.","MWS"
"id20685","I have prevented his encountering the inconveniences and perhaps dangers of so long a journey, yet how often have I regretted not being able to perform it myself I figure to myself that the task of attending on your sickbed has devolved on some mercenary old nurse, who could never guess your wishes nor minister to them with the care and affection of your poor cousin.","MWS"
"id23294","I built my hope on your confidence.","MWS"
"id07589","It passed in many convolutions about my limbs and body, leaving at liberty only my head, and my left arm to such extent that I could, by dint of much exertion, supply myself with food from an earthen dish which lay by my side on the floor.","EAP"
"id06615","And behind the houses were walled rose gardens with hedged paths and sundials, where at evening the moon and stars would shine bewitchingly while fragrant blossoms glistened with dew.","HPL"
"id09963","There were some who even conceived that Mr. Ellison would divest himself of at least one half of his fortune, as of utterly superfluous opulence enriching whole troops of his relatives by division of his superabundance.","EAP"
"id13284","Drawing inside the hall of my deserted shelter, I once more consulted the grocery boy's map with the aid of the flashlight.","HPL"
"id07630","Moreover, this knot is one which few besides sailors can tie, and is peculiar to the Maltese.","EAP"
"id21881","The body of the little man was more than proportionately broad, giving to his entire figure a rotundity highly absurd.","EAP"
"id08327","At noon we met again, and we threw away in contempt our peasant fare, as we built our fire place and kindled the cheering blaze destined to cook the game stolen from the neighbouring preserves.","MWS"
"id18135","Her letter to Raymond gave no clue for discovery; it assured him, that she was in no danger of wanting the means of life; she promised in it to preserve herself, and some future day perhaps to present herself to him in a station not unworthy of her.","MWS"
"id14414","He did not respond, and still the viol shrieked on without slackening.","HPL"
"id18244","It is well that the reader accept nothing which follows as objective truth, for since the events transcend natural law, they are necessarily the subjective and unreal creations of my overtaxed mind.","HPL"
"id13179","In the present instance, Eugenie, who for a few moments past had seemed to be searching for something in her bosom, at length let fall upon the grass a miniature, which I immediately picked up and presented to her. ""Keep it"" she said, with one of her most ravishing smiles.","EAP"
"id05397","He was all animation; you could no longer trace in his look of health, the suffering valetudinarian; from his smile and sprightly tones you could not guess that he was about to lead forth from their native country, the numbered remnant of the English nation, into the tenantless realms of the south, there to die, one by one, till the LAST MAN should remain in a voiceless, empty world.","MWS"
"id09514","I returned to the boat as my electric batteries grew feeble, resolved to explore the rock temple on the following day.","HPL"
"id01261","Oh, gigantic paradox, too utterly monstrous for solution At an angle of the ponderous wall frowned a more ponderous gate.","EAP"
"id10025","Does the reader wish to hear of the pest houses, where death is the comforter of the mournful passage of the death cart of the insensibility of the worthless, and the anguish of the loving heart of harrowing shrieks and silence dire of the variety of disease, desertion, famine, despair, and death?","MWS"
"id15668","The overgrown metropolis, the great heart of mighty Britain, was pulseless.","MWS"
"id03079","One night last winter I entered a box at the P Theatre, in company with a friend, Mr. Talbot.","EAP"
"id09370","Being now afraid to live alone in the ancient house on the moor, I departed on the following day for London, taking with me the amulet after destroying by fire and burial the rest of the impious collection in the museum.","HPL"
"id26153","It's a frightful thing to have alive, but it isn't as bad as what Wilbur would have let in if he'd lived longer.","HPL"
"id21257","Suffering and amiability may exist together, and writers have loved to depict their conjunction; there is a human and touching harmony in the picture.","MWS"
"id01134","On hearing this information I suffered a temporary access of despair.","MWS"
"id13507","He lives all alone with his streaked cat in Gray's Inn, and people call him harmlessly mad.","HPL"
"id13005","He was principal of the East High School, born and bred in Boston and sharing New England's self satisfied deafness to the delicate overtones of life.","HPL"
"id22820","Hearken and observe how healthily how calmly I can tell you the whole story.","EAP"
